"name","alias_of","tlb","doc_category","doc_opcode","doc_fift","doc_stack","doc_gas","doc_description","","",""
"IFELSEREF","","#E30E c:^Cell","cont_conditional","E30E","[ref] IFELSEREF","f c -","26/126/51","푸시레코드` `IFELSE`에 해당합니다.","","",""
"IFREFELSEREF","","#E30F c1:^Cell c2:^Cell","cont_conditional","E30F","[ref] [ref] IFREFELSEREF","f -","126/51","푸시레코드` `푸시레코드` `IFELSE`에 해당합니다.","","",""
"IFBITJMP","","#E39_ n:uint5","cont_conditional","E39_n","[n] IFBITJMP","x c - x","26","비트 `0 <= n <= 31`이 정수 `x`로 설정되어 있는지 확인하고, 설정되어 있다면 `JMPX`를 연속 `c`로 수행합니다. 값 `x`는 스택에 남습니다.","","",""
"IFNBITJMP","","#E3B_ n:uint5","cont_conditional","E3B_n","[n] IFNBITJMP","x c - x","26","비트 `0 <= n <= 31`이 정수 `x`에 설정되지 않은 경우 `c`로 점프합니다.","","",""
"IFBITJMPREF","","#E3D_ n:uint5 c:^Cell","cont_conditional","E3D_n","[ref] [n] IFBITJMPREF","x - x","126/51","비트 `0 <= n <= 31`이 정수 `x`로 설정된 경우 `JMPREF`를 수행합니다.","","",""
"IFNBITJMPREF","","#E3F_ n:uint5 c:^Cell","cont_conditional","E3F_n","[ref] [n] IFNBITJMPREF","x - x","126/51","비트 `0 <= n <= 31`이 정수 `x`로 설정되지 않은 경우 `JMPREF`를 수행합니다.","","",""
"REPEAT","","#E4","cont_loops","E4","REPEAT","n c - ","18","정수 `n`이 음수가 아닌 경우, 연속 `c` `n` 번을 실행합니다. n>=2^31` 또는 `n<-2^31`이면 범위 검사 예외를 생성합니다.
c` 코드 안의 `RET`는 `break`가 아닌 `continue`로 작동한다는 점에 유의하세요. 루프에서 `브레이크`하려면 대체(실험적) 루프 또는 대체 `RETALT`(루프 앞에 `SETEXITALT`와 함께)를 사용해야 합니다.","","",""
"","","","cont_loops","E4","REPEAT:<{ code }>
<{ code }>REPEAT","n -","","{ code }> CONT` `REPEAT`에 해당합니다.","","",""
"REPEATEND","","#E5","cont_loops","E5","REPEATEND
REPEAT:","n - ","18","반복`과 유사하지만 현재 연속 `cc`에 적용됩니다.","","",""
"UNTIL","","#E6","cont_loops","E6","UNTIL","c - ","18","연속 `c`를 실행한 다음 결과 스택에서 정수 `x`를 꺼냅니다. x`가 0이면 이 루프의 다른 반복을 수행합니다. 이 프리미티브의 실제 구현에는 인수가 루프 본문(연속 `c`)과 원래의 현재 연속 `cc`로 설정된 특수한 연속 `ec_until`이 포함됩니다. 그런 다음 이 특별한 연속은 `c`의 새벨리스트에 `c.c0`으로 저장되고 수정된 `c`가 실행됩니다. 다른 루프 프리미티브도 적절한 특수 연속을 사용하여 유사하게 구현됩니다.","","",""
"","","","cont_loops","E6","UNTIL:<{ code }>
<{ code }>UNTIL","-","","{ code }> CONT` `UNTIL`에 해당합니다.","","",""
"UNTILEND","","#E7","cont_loops","E7","UNTILEND
UNTIL:","-","18","UNTIL`과 유사하지만 현재 연속 `cc`를 루프에서 실행합니다. 루프 종료 조건이 만족되면 `RET`을 수행합니다.","","",""
"WHILE","","#E8","cont_loops","E8","WHILE","c' c - ","18","c'`를 실행하고 결과 스택에서 정수 `x'를 꺼냅니다. x`가 0이면 루프가 존재하고 원래 `cc`로 제어권을 넘깁니다. x`가 0이 아니라면 `c`를 실행한 다음 새 반복을 시작합니다.","","",""
"","","","cont_loops","E8","WHILE:<{ cond }>DO<{ code }>","-","","{ cond }> CONT` `<{ code }> CONT` `WHILE`에 해당합니다.","","",""
"WHILEEND","","#E9","cont_loops","E9","WHILEEND","c' - ","18","동안`과 유사하지만 현재 연속문 `cc`를 루프 본문으로 사용합니다.","","",""
"AGAIN","","#EA","cont_loops","EA","AGAIN","c - ","18","REPEAT`와 비슷하지만 `c`를 무한히 여러 번 실행합니다. RET`는 무한 루프의 새로운 반복을 시작할 뿐이며, 예외 또는 `RETALT`(또는 명시적 `JMPX`)에 의해서만 종료될 수 있습니다.","","",""
"","","","cont_loops","EA","AGAIN:<{ code }>
<{ code }>AGAIN","-","","{ code }> CONT` `AGAIN`에 해당합니다.","","",""
"AGAINEND","","#EB","cont_loops","EB","AGAINEND
AGAIN:","-","18","다시`와 유사하지만 현재 연속 `cc`에 대해 수행됩니다.","","",""
"REPEATBRK","","#E314","cont_loops","E314","REPEATBRK","n c -","26","REPEAT`와 유사하지만 `c1`의 이전 값을 원래 `cc`의 세이버리스트에 저장한 후 `c1`을 원래 `cc`로 설정합니다. 이런 식으로 `RETALT`는 루프 본문에서 벗어나는 데 사용할 수 있습니다.","","",""
"","","","cont_loops","E314","REPEATBRK:<{ code }>
<{ code }>REPEATBRK","n -","","{ code }> CONT` `REPEATBRK`에 해당합니다.","","",""
"REPEATENDBRK","","#E315","cont_loops","E315","REPEATENDBRK","n -","26","REPEATEND`와 유사하지만, `c1`의 이전 값을 원래 `c0`의 세이버리스트에 저장한 후 `c1`을 원래 `c0`으로 설정합니다. 동일알트세이브` `REPEATEND`와 동일합니다.","","",""
"UNTILBRK","","#E316","cont_loops","E316","UNTILBRK","c -","26","UNTIL`과 유사하지만 `REPEATBRK`와 같은 방식으로 `c1`을 수정합니다.","","",""
"","","","cont_loops","E316","UNTILBRK:<{ code }>","-","","{ code }> CONT` `UNTILBRK`에 해당합니다.","","",""
"UNTILENDBRK","","#E317","cont_loops","E317","UNTILENDBRK
UNTILBRK:","-","26","동일알트저장` `유효기간`에 해당합니다.","","",""
"WHILEBRK","","#E318","cont_loops","E318","WHILEBRK","c' c -","26","동안`과 유사하지만 `REPEATBRK`와 같은 방식으로 `c1`을 수정합니다.","","",""
"","","","cont_loops","E318","WHILEBRK:<{ cond }>DO<{ code }>","-","","{ cond }> CONT` `<{ code }> CONT` `WHILEBRK`에 해당합니다.","","",""
"WHILEENDBRK","","#E319","cont_loops","E319","WHILEENDBRK","c -","26","동일알트세이브` `WHILEEND`에 해당합니다.","","",""
"AGAINBRK","","#E31A","cont_loops","E31A","AGAINBRK","c -","26","다시`와 비슷하지만 `REPEATBRK`와 같은 방식으로 `c1`을 수정합니다.","","",""
"","","","cont_loops","E31A","AGAINBRK:<{ code }>","-","","{ code }> CONT` `AGAINBRK`에 해당합니다.","","",""
"AGAINENDBRK","","#E31B","cont_loops","E31B","AGAINENDBRK
AGAINBRK:","-","26","동일 저장` `다시 시작`에 해당합니다.","","",""
"SETCONTARGS_N","","#EC r:uint4 n:(#<= 14)","cont_stack","ECrn","[r] [n] SETCONTARGS","x_1 x_2...x_r c - c'","26+s”","r] -1 SETCONTARGS`와 유사하지만 `c.nargs`를 `c'`에 `n`을 더한 스택의 최종 크기로 설정합니다. 즉, `c`를 `0 <= n <= 14` 인수가 누락된 _closure_ 또는 _부분 적용 함수_로 변환합니다.","","",""
"SETNUMARGS","SETCONTARGS_N","#EC0 n:(#<= 14)","cont_stack","EC0n","[n] SETNUMARGS","c - c'","26","c.nargs`를 `n`에 `c`의 스택의 현재 깊이를 더한 값으로 설정합니다(여기서 `0 <= n <= 14`). c.nargs`가 이미 음수가 아닌 값으로 설정되어 있으면 아무 작업도 수행하지 않습니다.","","",""
"SETCONTARGS","","#EC r:uint4 n:(## 4) {n = 15}","cont_stack","ECrF","[r] -1 SETCONTARGS","x_1 x_2...x_r c - c'","26+s”","0 <= r <= 15` 값 `x_1...x_r`을 `x_1`부터 시작하여 연속 `c`의 스택(복사본)으로 밀어 넣습니다. c` 스택의 최종 깊이가 `c.nargs`보다 큰 것으로 판명되면 스택 오버플로 예외가 생성됩니다.","","",""
"RETURNARGS","","#ED0 p:uint4","cont_stack","ED0p","[p] RETURNARGS","-","26+s”","현재 스택에 최상위 `0 <= p <= 15` 값만 남기고(`ONLYTOPX`와 다소 유사), 사용하지 않은 모든 하단 값은 버리지 않고 `SETCONTARGS`와 같은 방식으로 연속 `c0`에 저장합니다.","","",""
"RETURNVARARGS","","#ED10","cont_stack","ED10","RETURNVARARGS","p -","26+s”","반환값`과 유사하지만 스택에서 가져온 정수 `0 <= p <= 255`를 사용합니다.","","",""
"SETCONTVARARGS","","#ED11","cont_stack","ED11","SETCONTVARARGS","x_1 x_2...x_r c r n - c'","26+s”","SETCONTARGS`와 유사하지만 스택에서 `0 <= r <= 255`와 `-1 <= n <= 255`를 가져옵니다.","","",""
"SETNUMVARARGS","","#ED12","cont_stack","ED12","SETNUMVARARGS","c n - c'","26","1 <= n <= 255`
`n=-1`이면 이 연산은 아무 작업도 수행하지 않습니다(`c'=c`).
그렇지 않으면 `[n] SETNUMARGS`와 비슷하지만 스택에서 `n`을 가져옵니다.","","",""
"BLESS","","#ED1E","cont_create","ED1E","BLESS","s - c","26","슬라이스_ `s`를 `c.code=s`와 빈 스택 및 새벨리스트가 있는 단순한 일반 연속 `c`로 변환합니다.","","",""
"BLESSVARARGS","","#ED1F","cont_create","ED1F","BLESSVARARGS","x_1...x_r s r n - c","26+s”","로트` `블레스` `로트레브` `세트콘바스`에 해당합니다.","","",""
"BLESSARGS","","#EE r:uint4 n:uint4","cont_create","EErn","[r] [n] BLESSARGS","x_1...x_r s - c","26","0 <= r <= 15`, `-1 <= n <= 14`
`BLESS` `[r] [n] SETCONTARGS`와 동일합니다.
n`의 값은 명령어 내부에서 4비트 정수 `n mod 16`으로 표시됩니다.","","",""
"BLESSNUMARGS","BLESSARGS","#EE0 n:uint4","cont_create","EE0n","[n] BLESSNUMARGS","s - c","26","또한 _슬라이스_ `s`를 _연속성_ `c`로 변환하지만 `c.nargs`를 `0 <= n <= 14`로 설정합니다.","","",""
"PUSHCTR","","#ED4 i:uint4","cont_registers","ED4i","c[i] PUSHCTR
c[i] PUSH","- x","26","제어 레지스터 `c(i)`의 현재 값을 푸시합니다. 제어 레지스터가 현재 코드페이지에서 지원되지 않거나 값이 없는 경우 예외가 발생합니다.","","",""
"PUSHROOT","PUSHCTR","#ED44","cont_registers","ED44","c4 PUSHCTR
c4 PUSH","- x","26","""글로벌 데이터 루트"" 셀 참조를 푸시하여 영구적인 스마트 컨트랙트 데이터에 액세스할 수 있도록 합니다.","","",""
"POPCTR","","#ED5 i:uint4","cont_registers","ED5i","c[i] POPCTR
c[i] POP","x - ","26","현재 코드페이지에서 지원되는 경우 스택에서 값 `x`를 꺼내서 제어 레지스터 `c(i)`에 저장합니다. 제어 레지스터가 특정 타입의 값만 허용하는 경우 타입 검사 예외가 발생할 수 있습니다.","","",""
"POPROOT","POPCTR","#ED54","cont_registers","ED54","c4 POPCTR
c4 POP","x -","26","""글로벌 데이터 루트"" 셀 참조를 설정하여 영구적인 스마트 컨트랙트 데이터를 수정할 수 있도록 합니다.","","",""
"SETCONTCTR","","#ED6 i:uint4","cont_registers","ED6i","c[i] SETCONT
c[i] SETCONTCTR","x c - c'","26","x`를 연속 `c`의 새벨리스트에 `c(i)`로 저장하고 결과 연속 `c'`를 반환합니다. 연속이 있는 거의 모든 연산은 `SETCONTCTR`, `POPCTR`, `PUSHCTR`로 표현할 수 있습니다.","","",""
"SETRETCTR","","#ED7 i:uint4","cont_registers","ED7i","c[i] SETRETCTR","x - ","26","c0 PUSHCTR` `c[i] SETCONTCTR` `c0 POPCTR`에 해당합니다.","","",""
"SETALTCTR","","#ED8 i:uint4","cont_registers","ED8i","c[i] SETALTCTR","x - ","26","c1 PUSHCTR` `c[i] SETCONTCTR` `c1 POPCTR`에 해당합니다.","","",""
"POPSAVE","","#ED9 i:uint4","cont_registers","ED9i","c[i] POPSAVE
c[i] POPCTRSAVE","x -","26","c[i] POPCTR`과 유사하지만, `c[i]`의 이전 값을 연속 `c0`에 저장합니다.
c[i] SAVECTR` `c[i] POPCTR`과 동등합니다(예외까지).","","",""
"SAVE","","#EDA i:uint4","cont_registers","EDAi","c[i] SAVE
c[i] SAVECTR","","26","c(i)`의 현재 값을 연속 `c0`의 새벨리스트에 저장합니다. c[i]`에 대한 항목이 이미 `c0`의 세이브 리스트에 있으면 아무 작업도 수행되지 않습니다. c[i] PUSHCTR` `c[i] SETRETCTR`에 해당합니다.","","",""
"SAVEALT","","#EDB i:uint4","cont_registers","EDBi","c[i] SAVEALT
c[i] SAVEALTCTR","","26","c[i] SAVE`와 유사하지만 `c[i]`의 현재 값을 `c0`이 아닌 `c1`의 세이버리스트에 저장합니다.","","",""
"SAVEBOTH","","#EDC i:uint4","cont_registers","EDCi","c[i] SAVEBOTH
c[i] SAVEBOTHCTR","","26","c[i] SAVE` `c[i] SAVEALT`와 동일합니다.","","",""
"PUSHCTRX","","#EDE0","cont_registers","EDE0","PUSHCTRX","i - x","26","c[i] PUSHCTR`과 비슷하지만, `i`가 `0 <= i <= 255`로 스택에서 가져옵니다.
이 프리미티브는 스택 조작 프리미티브처럼 다형성이 없는 몇 안 되는 '이색' 프리미티브 중 하나이며, 동시에 `x`의 유형이 `i`에 의존하기 때문에 파라미터와 반환값의 유형이 잘 정의되어 있지 않습니다.","","",""
"POPCTRX","","#EDE1","cont_registers","EDE1","POPCTRX","x i - ","26","c[i] POPCTR`과 유사하지만 스택에서 `0 <= i <= 255`를 사용합니다.","","",""
"SETCONTCTRX","","#EDE2","cont_registers","EDE2","SETCONTCTRX","x c i - c'","26","c[i] SETCONTCTR`과 유사하지만 스택에서 `0 <= i <= 255`를 사용합니다.","","",""
"COMPOS","","#EDF0","cont_registers","EDF0","COMPOS
BOOLAND","c c' - c''","26","""`c`를 수행하고, 성공하면 `c'`''(`c`가 부울 회로인 경우) 또는 단순히 ""`c`를 수행한 다음 `c'`''의 의미를 갖는 `compose0(c, c')` 구성을 계산합니다. SWAP` `c0 SETCONT`에 해당합니다.","","",""
"COMPOSALT","","#EDF1","cont_registers","EDF1","COMPOSALT
BOOLOR","c c' - c''","26","""`c`를 수행하고, 성공하지 못하면 `c'`를 수행한다""는 의미를 갖는 대체 구성 `compose1(c, c')`를 계산합니다(`c`가 부울 회로인 경우). SWAP` `c1 SETCONT`와 동일합니다.","","",""
"COMPOSBOTH","","#EDF2","cont_registers","EDF2","COMPOSBOTH","c c' - c''","26","""부울 회로 `c`를 계산한 다음 `c`의 결과에 관계없이 `c'`를 계산한다""는 의미를 갖는 컴포지션 `compose1(compose0(c, c'), c')`을 계산합니다.","","",""
"ATEXIT","","#EDF3","cont_registers","EDF3","ATEXIT","c - ","26","c0`을 `compose0(c, c0)`로 설정합니다. 즉, 현재 서브루틴을 종료하기 전에 `c`가 실행됩니다.","","",""
"","","","cont_registers","EDF3","ATEXIT:<{ code }>
<{ code }>ATEXIT","-","","{ code }> CONT` `ATEXIT`에 해당합니다.","","",""
"ATEXITALT","","#EDF4","cont_registers","EDF4","ATEXITALT","c - ","26","c1`을 `compose1(c, c1)`로 설정합니다. 즉, `c`는 대체 반환 경로를 통해 현재 서브루틴을 종료하기 전에 실행됩니다.","","",""
"","","","cont_registers","EDF4","ATEXITALT:<{ code }>
<{ code }>ATEXITALT","-","","{ code }> CONT` `ATEXITALT`에 해당합니다.","","",""
"SETEXITALT","","#EDF5","cont_registers","EDF5","SETEXITALT","c - ","26","c1`을 `compose1(compose0(c, c0), c1)`,
이렇게 하면 후속 `RETALT`가 먼저 `c`를 실행한 다음 원래 `c0`로 제어권을 넘깁니다. 예를 들어 중첩된 루프를 종료하는 데 사용할 수 있습니다.","","",""
"THENRET","","#EDF6","cont_registers","EDF6","THENRET","c - c'","26","컴포지트0(c, c0)`을 계산합니다.","","",""
"THENRETALT","","#EDF7","cont_registers","EDF7","THENRETALT","c - c'","26","컴포지트0(c, c1)`을 계산합니다.","","",""
"INVERT","","#EDF8","cont_registers","EDF8","INVERT","-","26","c0`과 `c1`을 교환합니다.","","",""
"BOOLEVAL","","#EDF9","cont_registers","EDF9","BOOLEVAL","c - ?","26","cc:=compose1(compose0(c, compose0(-1 PUSHINT, cc)), compose0(0 PUSHINT, cc))`를 수행합니다. c`가 부울 회로를 나타내는 경우, 순 효과는 계속하기 전에 이를 평가하고 `-1` 또는 `0`을 스택에 밀어 넣는 것입니다.","","",""
"SAMEALT","","#EDFA","cont_registers","EDFA","SAMEALT","-","26","c1`을 `c0`으로 설정합니다. c0 PUSHCTR` `c1 POPCTR`과 동일합니다.","","",""
"SAMEALTSAVE","","#EDFB","cont_registers","EDFB","SAMEALTSAVE","-","26","c1`을 `c0`으로 설정하지만, 먼저 `c1`의 이전 값을 `c0`의 세이벨리스트에 저장합니다.
c1 SAVE` `SAMEALT`에 해당합니다.","","",""
"CALLDICT","","#F0 n:uint8","cont_dict","F0nn","[nn] CALL
[nn] CALLDICT","- nn","","c3`의 연속을 호출하여 정수 `0 <= nn <= 255`를 인자로 스택에 밀어 넣습니다.
대략 `[nn] PUSHINT` `c3 PUSHCTR` `EXECUTE`와 동등합니다.","","",""
"CALLDICT_LONG","","#F12_ n:uint14","cont_dict","F12_n","[n] CALL
[n] CALLDICT","- n","","0 <= n < 2^14`의 경우, `n`의 값이 클 경우 '[n] CALL` 인코딩을 사용합니다.","","",""
"JMPDICT","","#F16_ n:uint14","cont_dict","F16_n","[n] JMP"," - n","","인자로 정수 `0 <= n < 2^14`를 푸시하여 `c3`의 연속으로 점프합니다.
대략 `n PUSHINT` `c3 PUSHCTR` `JMPX`와 동등합니다.","","",""
"PREPAREDICT","","#F1A_ n:uint14","cont_dict","F1A_n","[n] PREPARE
[n] PREPAREDICT"," - n c","","0 <= n < 2^14`의 경우 `n PUSHINT` `c3 PUSHCTR`에 해당합니다.
이런 식으로 `[n] CALL`은 `[n] PREPARE` `EXECUTE`와 거의 같고, `[n] JMP`는 `[n] PREPARE` `JMPX`와 거의 같습니다.
예를 들어 여기서는 `EXECUTE` 대신 `CALLXARGS` 또는 `CALLCC`를 사용할 수 있습니다.","","",""
"THROW_SHORT","","#F22_ n:uint6","exceptions","F22_n","[n] THROW"," - 0 n","76","매개변수가 0인 예외 `0 <= n <= 63`을 던집니다.
즉, `c2`의 연속으로 제어권을 이전하여 `0`과 `n`을 스택으로 밀어넣고 이전 스택을 모두 버립니다.","","",""
"THROWIF_SHORT","","#F26_ n:uint6","exceptions","F26_n","[n] THROWIF","f - ","26/76","정수 `f!=0`인 경우에만 매개변수 0이 있는 예외 `0 <= n <= 63`을 던집니다.","","",""
"THROWIFNOT_SHORT","","#F2A_ n:uint6","exceptions","F2A_n","[n] THROWIFNOT","f - ","26/76","정수 `f=0`인 경우에만 매개변수 0이 있는 예외 `0 <= n <= 63`을 던집니다.","","",""
"THROW","","#F2C4_ n:uint11","exceptions","F2C4_n","[n] THROW","- 0 nn","84","0 <= n < 2^11`의 경우, `n`의 값이 클 경우 '[n] THROW` 인코딩을 사용합니다.","","",""
"THROWARG","","#F2CC_ n:uint11","exceptions","F2CC_n","[n] THROWARG","x - x nn","84","x`와 `n`을 `c2`의 스택에 복사하고 제어권을 `c2`로 전송하여 매개변수 `x`와 함께 `0 <= n < 2^11` 예외를 던집니다.","","",""
"THROWIF","","#F2D4_ n:uint11","exceptions","F2D4_n","[n] THROWIF","f - ","34/84","0 <= n < 2^11`의 경우, `n`의 값이 클 경우 '[n] THROWIF` 인코딩을 사용합니다.","","",""
"THROWARGIF","","#F2DC_ n:uint11","exceptions","F2DC_n","[n] THROWARGIF","x f - ","34/84","정수 `f!=0`인 경우에만 매개변수 `x`와 함께 `0 <= nn < 2^11` 예외를 던집니다.","","",""
"THROWIFNOT","","#F2E4_ n:uint11","exceptions","F2E4_n","[n] THROWIFNOT","f - ","34/84","0 <= n < 2^11`의 경우, `n`의 값이 클 경우 '[n] THROWIFNOT` 인코딩을 사용합니다.","","",""
"THROWARGIFNOT","","#F2EC_ n:uint11","exceptions","F2EC_n","[n] THROWARGIFNOT","x f - ","34/84","정수 `f=0`인 경우에만 매개변수 `x`와 함께 `0 <= n < 2^11` 예외를 던집니다.","","",""
"THROWANY","","#F2F0","exceptions","F2F0","THROWANY","n - 0 n","76","파라미터 0으로 `0 <= n < 2^16` 예외를 던집니다.
ZERO` `SWAP` `THROWARGANY`와 거의 같습니다.","","",""
"THROWARGANY","","#F2F1","exceptions","F2F1","THROWARGANY","x n - x n","76","파라미터 `x`와 함께 `0 <= n < 2^16` 예외를 던져, `c2`의 연속으로 제어권을 넘깁니다.
대략 `c2 PUSHCTR` `2 JMPXARGS`와 같습니다.","","",""
"THROWANYIF","","#F2F2","exceptions","F2F2","THROWANYIF","n f - ","26/76","f!=0`인 경우에만 매개변수 0이 있는 예외 `0 <= n < 2^16`을 던집니다.","","",""
"THROWARGANYIF","","#F2F3","exceptions","F2F3","THROWARGANYIF","x n f - ","26/76","f!=0`인 경우에만 매개변수 `x`와 함께 `0 <= n<2^16` 예외를 던집니다.","","",""
"THROWANYIFNOT","","#F2F4","exceptions","F2F4","THROWANYIFNOT","n f - ","26/76","f=0`인 경우에만 매개변수 0이 있는 예외 `0 <= n<2^16`을 던집니다.","","",""
"THROWARGANYIFNOT","","#F2F5","exceptions","F2F5","THROWARGANYIFNOT","x n f - ","26/76","f=0`인 경우에만 파라미터 `x`와 함께 `0 <= n<2^16` 예외를 던집니다.","","",""
"TRY","","#F2FF","exceptions","F2FF","TRY","c c' - ","26","c2`를 `c'`로 설정하고, 먼저 `c2`의 이전 값을 `c'`의 새벨리스트와 현재 연속의 새벨리스트에 모두 저장하여 `c.c0` 및 `c'.c0`에 저장합니다. 그런 다음 `c`를 `EXECUTE`와 유사하게 실행합니다. c`가 예외를 던지지 않으면 `c`에서 반환될 때 `c2`의 원래 값이 자동으로 복원됩니다. 예외가 발생하면 실행이 `c'`로 넘어가지만 그 과정에서 `c2`의 원래 값이 복원되므로 `c'`가 자체적으로 처리할 수 없는 경우 `THROWANY`에 의해 예외를 다시 던질 수 있습니다.","","",""
"","","","exceptions","F2FF","TRY:<{ code1 }>CATCH<{ code2 }>","-","","{ code1 }> CONT` `<{ code2 }> CONT` `TRY`에 해당합니다.","","",""
"TRYARGS","","#F3 p:uint4 r:uint4","exceptions","F3pr","[p] [r] TRYARGS","c c' - ","26","TRY`와 비슷하지만, 내부적으로 `EXECUTE` 대신 `[p] [r] CALLXARGS`가 사용됩니다.
이렇게 하면 최상위 `0 <= p <= 15` 스택 요소를 제외한 모든 스택 요소가 현재 연속 스택에 저장된 다음 `c` 또는 `c'`에서 반환될 때 복원되며, `c` 또는 `c'`의 결과 스택의 최상위 `0 <= r <= 15` 값이 반환값으로 복사됩니다.","","",""
"NEWDICT","NULL","#6D","dict_create","6D","NEWDICT"," - D","18","새로운 빈 딕셔너리를 반환합니다.
PUSHNULL`의 대체 니모닉입니다.","","",""
"DICTEMPTY","ISNULL","#6E","dict_create","6E","DICTEMPTY","D - ?","18","딕셔너리 `D`가 비어 있는지 확인하고 그에 따라 `-1` 또는 `0`을 반환합니다.
이 함수는 `ISNULL`의 대체 니모닉입니다.","","",""
"STDICTS","STSLICE","#CE","dict_serial","CE","STDICTS
","s b - b'","18","슬라이스_로 표현되는 딕셔너리 `s`를 _빌더_ `b`에 저장합니다.
실제로는 `STSLICE`의 동의어입니다.","","",""
"STDICT","","#F400","dict_serial","F400","STDICT
STOPTREF","D b - b'","26","딕셔너리 `D`를 _Builder_ `b`에 저장하여 결과 _Builder_ `b'`를 리턴합니다.
즉, `D`가 셀이면 `STONE`과 `STREF`를 수행하고, `D`가 _Null_이면 `NIP`와 `STZERO`를 수행하고, 그렇지 않으면 타입 검사 예외를 던집니다.","","",""
"SKIPDICT","","#F401","dict_serial","F401","SKIPDICT
SKIPOPTREF","s - s'","26","LDDICT` `NIP`에 해당합니다.","","",""
"LDDICTS","","#F402","dict_serial","F402","LDDICTS","s - s' s''","26","슬라이스_ `s`에서 (_Slice_로 표현된) 딕셔너리 `s'`를 로드(구문 분석)하고 나머지 `s`를 `s''`로 반환합니다.
이것은 모든 `HashmapE(n,X)` 딕셔너리 유형에 대한 ""분할 함수""입니다.","","",""
"PLDDICTS","","#F403","dict_serial","F403","PLDDICTS","s - s'","26","슬라이스_ `s`에서 (_슬라이스_로 표시된) 딕셔너리 `s'`를 미리 로드합니다.
LDDICTS` `DROP`와 거의 같습니다.","","",""
"LDDICT","","#F404","dict_serial","F404","LDDICT
LDOPTREF","s - D s'","26","슬라이스_ `s`에서 사전 `D`를 로드(구문 분석)하고 나머지 `s`를 `s'`로 반환합니다. 사전이나 임의의 `(^Y)?' 타입의 값에 적용할 수 있습니다.","","",""
"PLDDICT","","#F405","dict_serial","F405","PLDDICT
PLDOPTREF","s - D","26","슬라이스_ `s`에서 딕셔너리 `D`를 미리 로드합니다.
대략 `LDDICT` `DROP`에 해당합니다.","","",""
"LDDICTQ","","#F406","dict_serial","F406","LDDICTQ","s - D s' -1 or s 0","26","조용한 버전의 `LDDICT`.","","",""
"PLDDICTQ","","#F407","dict_serial","F407","PLDDICTQ","s - D -1 or 0","26","조용한 버전의 `PLDDICT`.","","",""
"DICTGET","","#F40A","dict_get","F40A","DICTGET","k D n - x -1 or 0","","해시맵E(n,X)` 타입의 사전 `D`에서 키 `k`(_Slice_로 표시되며, 이 중 첫 번째 `0 <= n <= 1023` 데이터 비트가 키로 사용됨)를 `n` 비트 키로 조회합니다.
성공하면 찾은 값을 _Slice_ `x`로 반환합니다.","","",""
"DICTGETREF","","#F40B","dict_get","F40B","DICTGETREF","k D n - c -1 or 0","","DICTGET`과 유사하지만, 성공 시 `LDREF` `ENDS`가 `x`에 적용됩니다.
이 연산은 '해시맵E(n,^Y)` 유형의 딕셔너리에 유용합니다.","","",""
"DICTIGET","","#F40C","dict_get","F40C","DICTIGET","i D n - x -1 or 0","","DICTGET`과 유사하지만 부호 있는(빅 엔디안) `n`비트 _Integer_ `i`를 키로 사용합니다. i`가 `n`비트에 맞지 않으면 `0`을 반환합니다. i`가 `NaN`이면 정수 오버플로 예외를 발생시킵니다.","","",""
"DICTIGETREF","","#F40D","dict_get","F40D","DICTIGETREF","i D n - c -1 or 0","","DICTIGET`과 `DICTGETREF`를 결합: 부호화된 `n`비트 _정수_ `i`를 키로 사용하며 성공 시 _슬라이스_ 대신 _셀_을 반환합니다.","","",""
"DICTUGET","","#F40E","dict_get","F40E","DICTUGET","i D n - x -1 or 0","","DICTIGET`과 유사하지만 _부호 없는_(빅 엔디안) `n` 비트 _정수_ `i`를 키로 사용합니다.","","",""
"DICTUGETREF","","#F40F","dict_get","F40F","DICTUGETREF","i D n - c -1 or 0","","DICTIGETREF`와 유사하지만 부호 없는 `n`비트 _Integer_ 키 `i`가 있습니다.","","",""
"DICTSET","","#F412","dict_set","F412","DICTSET","x k D n - D'","","딕셔너리 `D`(역시 _슬라이스_로 표시)의 `n`비트 키 `k`(`DICTGET`에서처럼 _슬라이스_로 표시)와 관련된 값을 `x`(역시 _슬라이스_) 값으로 설정하고 결과 딕셔너리를 `D'`로 반환합니다.","","",""
"DICTSETREF","","#F413","dict_set","F413","DICTSETREF","c k D n - D'","","DICTSET`과 유사하지만 값이 _셀_ `c`에 대한 참조로 설정됩니다.","","",""
"DICTISET","","#F414","dict_set","F414","DICTISET","x i D n - D'","","DICTSET`과 유사하지만, 키가 (빅 엔디안) 부호 있는 `n`비트 정수 `i`로 표현됩니다. i`가 `n`비트에 맞지 않으면 범위 검사 예외가 생성됩니다.","","",""
"DICTISETREF","","#F415","dict_set","F415","DICTISETREF","c i D n - D'","","DICTSETREF`와 유사하지만 키는 `DICTISET`에서와 같이 부호화된 `n`비트 정수입니다.","","",""
"DICTUSET","","#F416","dict_set","F416","DICTUSET","x i D n - D'","","DICTISET`과 유사하지만, `i`는 _부호 없는` `n`비트 정수입니다.","","",""
"DICTUSETREF","","#F417","dict_set","F417","DICTUSETREF","c i D n - D'","","DICTISETREF`와 유사하지만 `i`가 부호화되지 않습니다.","","",""
